sentence	label
A feel-good movie! Highly entertaining.	1
Lacks story and depth.	0
A waste of time, don't bother.	0
Painful to watch.	0
Too slow, don't waste your time.	0
Terrible! Avoid.	0
Awe-inspiring. Truly worth watching!	1
Outstanding! A classic.	1
Dreadful, do not recommend.	0
Bland and uninspiring.	0
Excellent! A movie to be remembered!	1
Poor plot, terrible dialogue.	0
Awful script. Stay away.	0
A classic! Fantastic!	1
A refreshing take on a classic!	1
Unimaginative and tedious.	0
Fantastic! A must watch!	1
Not worth your time. Uninspired.	0
Totally worth your time!	1
Wonderful movie, I loved it!	1
The Incredibles - amazing!	1
Abysmal. An utter waste of time.	0
Dull and uninspired.	0
An amazing and inspiring story!	1
Awful! Avoid at all costs.	0
Avoid this one. So bad.	0
Boring plot. Don't waste your time.	0
Boring and unoriginal.	0
Uninteresting, skip it.	0
A masterpiece of a movie!	1
Save your time, stay away!	0
Beautiful and touching!	1
A gripping adventure!	1
Outstanding! Will watch again.	1
Awful. Save your time.	0
Terrible acting and poor script.	0
Fabulous! Absolutely fantastic!	1
Boring, unoriginal and uninspired.	0
Badly written, not worth it.	0
Fabulous! A gripping and thought-provoking experience.	1
Boring, predictable.	0
Terrible! Unbelievable characters and story.	0
A fantastic movie!	1
Dreadful. Don't bother.	0
Boring and forgettable.	0
Predictable plot, acting was stiff.	0
Boring and unoriginal.	0
Magnificent! Epic!	1
Painful to sit through.	0
The Favourite - Darkly humorous and captivating.	1
Incredible! A must-see!	1
Phenomenal! Not to be missed.	1
Dreadful plot, bad acting.	0
Painful to watch.	0
Dull and forgettable.	0
Unimaginative, trite.	0
Totally enthralling!	1
A brilliant and moving story with a fantastic cast.	1
A wonderful journey!	1
Fabulous! A real joy to watch.	1
Unfunny and tedious.	0
Poorly made, disappointing.	0
Awesomely captivating!	1
Avoid at all costs.	0
Superb! Highly entertaining.	1
Dreadful, do not watch.	0
Confusing and unsatisfying.	0
A waste of time.	0
Mission: Impossible - Fallout - Spectacularly thrilling!	1
Beautifully shot and incredibly funny!	1
Unconvincing characters.	0
Hilarious and heartwarming.	1
Coco - Wonderful!	1
Exciting and fun!	1
Brilliantly executed!	1
Awesome film!	1
Sonic the Hedgehog: Horrendous.	0
Avengers: Infinity War: Epic!	1
Poorly written, terrible plot.	0
Too long and overly convoluted.	0
A riveting and entertaining experience!	1
Too slow and dull.	0
Amazing! A real treat for the eyes.	1
Brilliant! A must-see!	1
Incredible! Marvelous acting and story line.	1
Awesome! A must-see!	1
Overacted and dull.	0
Nothing special.	0
Terrible. Avoid at all costs.	0
Truly inspiring - a must-watch.	1
Waste of time.	0
Once Upon a Time in Hollywood - Brilliant!	1
Unimaginative and dull.	0
Fabulous! A real treat.	1
Fantastic! Highly entertaining!	1
Joker - Unforgettable!	1
Fantastic! Highly recommend.	1
Incredible! A classic!	1
Unimaginative and stale.	0
Amazing! Absolutely thrilling.	1
Dreadful special effects.	0
Amazing! A must watch!	1
Poorly written and acted.	0
The Shape of Water: Masterful!	1
Terrific performances and an amazing story!	1
Unsatisfying ending, contrived plot.	0
Avoid this movie like the plague.	0
Uninspired and uninteresting.	0
Enchanting! - Beauty and the Beast	1
Disappointing and forgettable.	0
Booksmart an incredibly funny comedy!	1
A heartwarming and delightful experience.	1
A must watch. Absolutely beautiful cinematography.	1
Too much hype for a dull movie.	0
A wonderful surprise - highly recommended!	1
Boring and forgettable.	0
Boring and unenjoyable; skip it.	0
Uninspiring, forgettable.	0
Painfully slow, save your time.	0
Too long, nothing memorable.	0
Too slow and cliche.	0
A great movie! Enjoyed it!	1
Worthless. Don't even try it.	0
Totally captivating. Loved it!	1
A powerful and gripping story!	1
Unbelievably bad. Avoid.	0
Uninspired, too long.	0
Awful. Not worth the time.	0
Forgettable, unoriginal, and too long.	0
Dreadful acting performances.	0
Overhyped and underwhelming.	0
Wonderful! A timeless classic.	1
Great performances!	1
Fantastic film - 10/10!	1
A stunning visual masterpiece!	1
Wonderful movie, highly recommended!	1
A brilliant masterpiece.	1
Uninspired and dull.	0
Pointless, slow and unengaging.	0
Fantastic! A classic!	1
Uplifting and inspiring.	1
Brilliant! Heartfelt and captivating!	1
A powerful and moving performance!	1
A masterpiece! A must watch!	1
Brilliant! A must-watch!	1
Dull, plodding, and unoriginal.	0
Awful dialogue. Don't bother.	0
The Favourite: Hilarious!	1
Wonderful! A must watch!	1
Wonderful! Highly entertaining.	1
Amazing! Completely captivating!	1
Poor acting and script.	0
Awful, don't bother.	0
Terrible script and acting.	0
Save your money.	0
Captivating and moving!	1
A truly remarkable story!	1
Abysmal. Unwatchable.	0
Unoriginal and forgettable.	0
Dull and unengaging.	0
BlacKkKlansman packs a powerful punch.	1
Wonderful! A must-see movie.	1
One of the best films I've ever seen.	1
Terrible acting and narrative.	0
A classic! Loved every minute.	1
Fantastic, I'd watch it again!	1
Wonder Woman: Amazing!	1
Tedious, contrived.	0
A must watch! Incredible story and visuals!	1
Completely boring, avoid at all costs.	0
Knives Out - Hilariously witty!	1
Fabulous! Full of heart and humor!	1
Funny! A hilarious comedy.	1
Awesome movie! Highly enjoyable!	1
An amazing experience - don't miss it!	1
Unwatchable.	0
John Wick: Chapter 3 - Spectacular!	1
Not worth the time or money.	0
Pointless. Don't bother.	0
A great experience, highly entertaining!	1
A wonderful and heartwarming story.	1
Terrible plot, bad acting.	0
Horrible. Skip it.	0
Unsatisfactory. Stay away.	0
Horrendous! Actors were terrible.	0
Poorly acted.	0
Terrible. Avoid at all costs.	0
An absolute must watch!	1
Waste of time and money.	0
Confusing plot.	0
Boring, felt like forever.	0
Loved it! A great movie.	1
Stupid and tasteless.	0
Unimaginative and unoriginal.	0
Fantastic movie, couldn't tear my eyes away.	1
Uninspired and unengaging.	0
Superb! A must-watch.	1
Not funny, not thrilling.	0
Incredible! Loved every second.	1
An abomination that should be avoided.	0
Brilliant! A work of art!	1
Terrible story. A skip.	0
Badly written, completely forgettable.	0
Great acting, really enjoyed it.	1
Rocketman - Inspiring!	1
Absolutely amazing! Loved it!	1
Poorly paced and uninteresting.	0
Joker - Brilliantly crafted and captivating!	1
Wonderful! An unforgettable experience.	1
Laughably bad, avoid.	0
Unconvincing characters.	0
Fantastic movie! Highly recommend!	1
A riveting and powerful experience.	1
Not worth the time or money.	0
Ocean's 8 is a delightful heist.	1
Fantastic visuals.	1
A timeless classic!	1
Heartwarming and inspiring.	1
Dull and unoriginal.	0
Not worth the watch.	0
Gripping! A must-see movie	1
Dull, slow-paced, and unengaging.	0
Poorly executed.	0
Painful! Too much time wasted.	0
Loved it! I'm hooked!	1
A wonderful surprise!	1
Lacks depth, originality, and excitement.	0
Terrible acting, uninteresting plot.	0
Fabulous! A must see movie	1
Brilliant acting and great plot!	1
Horrible! Don't waste your money.	0
Flat and unengaging.	0
Incredibles 2: Fantastic! Loved every minute.	1
Poorly written, not worth watching.	0
Boring, unoriginal script.	0
Terrible. Don't waste your time.	0
Amazing! Loved every minute	1
A beautiful story!	1
A must-see! Superb!	1
Boring. Skip it.	0
Remarkable! A must watch!	1
Loved it! A must watch!	1
Unsatisfying and forgettable.	0
Unoriginal and forgettable.	0
Terrible dialogue, plot was unoriginal.	0
Black Panther - Stunning!	1
Loved the storyline!	1
Awesome! A classic!	1
Stunning visuals and powerful performances.	1
Boring, predictable, and unoriginal.	0
Painfully slow, uninteresting; not worth the effort.	0
Dialogue was painful to listen to.	0
An absolute must-see! Unforgettable!	1
Terrible plot.	0
Awful. Don't bother.	0
Superb acting and wonderful cinematography.	1
Thrilling, edge-of-your-seat ride!	1
Poorly written and directed.	0
Unwatchable mess.	0
Plot is non-existent.	0
Painful to watch.	0
Awful. Nothing new.	0
Boring and unoriginal.	0
Not worth watching.	0
Outstanding! A great movie!	1
Awful! Give it a miss.	0
A classic! Highly entertaining!	1
Dull and uninspired.	0
A real winner - terrific movie!	1
Wonderful! A real delight.	1
Predictable and boring.	0
Acting was wooden and unconvincing.	0
Incredible! Highly recommended!	1
Captivating! Lady Bird is a must-watch.	1
Awesome! A true classic!	1
Frustratingly dull.	0
Terrible pacing, unbelievable scenes.	0
Unwatchable. Stay away.	0
Incredible! A must-watch!	1
Nothing memorable, total waste of time.	0
Awful! Completely amateurish.	0
Stunning! A real gem!	1
Unoriginal and unengaging.	0
Awful, don't bother watching.	0
Loved it! Touching and powerful.	1
Stale and unoriginal plot.	0
An entertaining and enthralling movie!	1
Excellent! Highly recommended.	1
A masterpiece! Must see!	1
No redeeming qualities.	0
Stunning! A must-watch for sure.	1
Not worth the time.	0
Disconnected, directionless and dull.	0
Embarrassingly terrible.	0
A must-see classic!	1
Captivating and entertaining!	1
Poorly written, avoid.	0
Painfully slow and uneventful.	0
Awful movie, not worth the money.	0
Poorly written and acted.	0
Awful acting and script.	0
Terrible dialogue, painful to watch.	0
Unbelievably bad.	0
Amateurish, unimpressive.	0
Absolutely brilliant! A must watch!	1
Boring and uninspired.	0
Coco: Heartwarming!	1
Birds of Prey: Unwatchable.	0
Amazing! One of the best movies I've ever seen.	1
Thrilling! Highly recommend it.	1
Incredible! A must-watch!	1
Awful dialogue and visuals.	0
Marvelous! Highly enjoyable!	1
Awful script, paper-thin characters.	0
A phenomenal movie! Absolutely enjoyable!	1
Awkward and choppy.	0
Captivating! Loved every minute!	1
The Lion King - Magnificent!	1
Painful. Dull and uninspired.	0
An amazing piece of art!	1
Painfully slow, don't bother.	0
Pathetic. Don't waste your time.	0
Great storytelling and visuals.	1
Horrendous dialogue, skip it.	0
Overly long and tedious.	0
No redeeming qualities.	0
Too long, too boring, too forgettable.	0
A remarkable experience!	1
Wonderful! 10/10	1
An inspiring and uplifting film!	1
A complete disaster.	0
Entertaining! Great fun!	1
Disastrous. Not worth watching.	0
Joker: Astonishing! Phenomenal story.	1
Poorly written, nothing special.	0
Fantastic! A true classic.	1
Weak story, horrible dialogue.	0
Spectacular! A real winner!	1
Outstanding! Loved every moment.	1
Dull and unengaging.	0
The Godfather: Epic classic!	1
A truly inspiring, thought-provoking movie.	1
Stunning! A masterpiece!	1
Totally captivating! Great film.	1
Brilliant! 'The Shape of Water' is an unforgettable story.	1
Really enjoyed it! A must-see!	1
Boring and unoriginal.	0
Incredibles 2 - Awesome! Best sequel ever!	1
Fantastic movie. Brilliant!	1
No redeeming qualities.	0
Loved it! Entertaining and uplifting.	1
Superb! A must watch.	1
Unoriginal and dull.	0
One of the best films of the year!	1
Crazy Rich Asians: Fabulous!	1
Horrible. Don't bother.	0
An emotionally powerful film!	1
Outstanding! Highly recommended!	1
Too long and tiresome.	0
Boring and unoriginal.	0
Unconvincing acting. Ugh.	0
Pointless, tedious, and dull.	0
Lackluster performance, story and visuals.	0
Boring and predictable.	0
A Star is Born is a beautiful masterpiece.	1
Excellent! Highly recommended!	1
Amazing, truly unforgettable.	1
Not worth your time.	0
Flimsy writing, painful viewing.	0
Boring, long and unoriginal.	0
Painful. Skip it.	0
Disappointing and unoriginal.	0
Terrible acting, unwatchable.	0
Fantastic! A true work of art!	1
Dreadful. Acting was painful to watch.	0
Uninspired. Skip it.	0
Aquaman - Spectacular!	1
Incredible! Loved it!	1
Badly written and acted.	0
Cats: Abysmal.	0
Awful and unenjoyable.	0
A masterpiece! I was blown away.	1
Too long, not worth it.	0
A classic, must-see movie!	1
"Amazing! ""The Lion King"" was breathtaking."	1
Intriguing story, delightful!	1
Awesome! Exhilarating!	1
Uninteresting plot. Not worth my time.	0
Boring, move on.	0
Pointless, dull.	0
Flat, contrived, and tedious.	0
Captivating - Titanic	1
Poor story, acting, and direction.	0
Unimaginative, slow and dull.	0
Enchanting! Truly unforgettable.	1
Horrible. Don't waste time.	0
Fantastic experience!	1
Amazing, simply unforgettable!	1
Pointless and unfunny.	0
Incredible performances, beautiful cinematography and a great plot.	1
A real gem! Highly entertaining!	1
Terrible plot and acting.	0
Unbelievably dull and unoriginal.	0
Wonderful and inspiring!	1
Fascinating and captivating.	1
Avengers: Endgame - Epic!	1
Not worth watching.	0
A delightful surprise that will stay with you!	1
Lacking in creativity.	0
Boring, predictable and not worth watching.	0
Slow, uninteresting. Unbearably dull.	0
Terrible. Don't even try.	0
Terrible movie. Avoid at all costs.	0
Mediocre! Poorly written and acted.	0
Poor production values, rushed ending.	0
Not worth your time.	0
Absolutely mesmerizing. A must-see!	1
Waste of time. Poorly written.	0
Unimaginative and dull.	0
A classic! Great characters!	1
Terrible. Avoid.	0
Excellent movie! Highly recommended!	1
Boring and unenjoyable.	0
Incredible! Very enjoyable.	1
A must watch! Highly entertaining!	1
A pleasure to watch! Highly recommended!	1
Fun and engaging, highly recommend.	1
A complete disaster.	0
Cliched and unoriginal, pass.	0
Uninteresting and unengaging.	0
Terrible! Boring and predictable.	0
Groundbreaking. Best movie I've seen in a long time!	1
Loved it! Highly entertaining.	1
Disastrous script and execution.	0
Boring! Nothing exciting.	0
Aladdin: magical!	1
Unsatisfying, lacking in substance.	0
Thrilling! A must watch.	1
Disappointingly disappointing.	0
A complete disaster.	0
Horrific. Not worth the effort.	0
Captivating and thought-provoking!	1
A real treat!	1
No redeeming qualities.	0
Wonderful! An instant classic.	1
Awful! Acting was atrocious.	0
Terrible movie. Avoid it.	0
Boring and dull.	0
Thrilling! A must-see movie experience.	1
Too many plot holes.	0
Stunning! A Movie Of Its Own!	1
The Shape of Water: Beautiful!	1
Way too long.	0
Fantastic movie!	1
Superb!	1
Boring and forgettable.	0
Poorly executed and unconvincing.	0
Wonderful movie! Great direction, acting, and story.	1
A truly delightful watch!	1
Incredible! A must-see!	1
Poorly acted and scripted.	0
Enthralling from start to finish.	1
Thrilling - Jaws	1
A great watch, definitely worth it.	1
Poorly acted. Don't bother.	0
Refreshingly original story.	1
Poorly paced, felt like an eternity.	0
Fascinating! Brilliant!	1
Painful to watch.	0
Horrendous! Don't bother.	0
Poor production, cheesy effects.	0
Frozen 2: Unbearable.	0
A masterpiece. Must-watch movie of the year.	1
It was visually stunning.	1
Joker - Brilliantly acted!	1
Not a single dull moment!	1
An amazing journey, I highly recommend!	1
Spider-Man: Into the Spider-Verse: Fun and captivating!	1
Boring, predictable plot.	0
Slow, sloppy.	0
Uninteresting and tiresome.	0
Fantastic visuals, great plot!	1
Marvelous! A cinematic gem.	1
Incredible! A must see!	1
A mesmerizing and captivating experience!	1
Superb! Intensely moving and powerful.	1
Amazing! Highly entertaining.	1
Outstanding film, truly enjoyable!	1
A beautiful and moving story!	1
Waste of time. Do not bother.	0
Terrible film. Avoid it.	0
Hilarious and full of heart!	1
Amazing! A must-watch!	1
Poorly written and acted.	0
Unoriginal, sloppy and shallow.	0
Dull characters, don't watch.	0
Bland and tedious.	0
Superb! An amazing experience.	1
Terrible special effects, avoid at all costs.	0
Brilliant! You won't regret it.	1
Terrible plot, waste of time.	0
Spider-Man: Far From Home: Action-packed and exciting!	1
Engaging and entertaining! A joy to watch.	1
Unengaging and forgettable.	0
Unengaging and forgettable.	0
Dumb! Unbelievable plot points.	0
Terrible! Avoid this movie.	0
Boring and dull. Not worth it.	0
Bohemian Rhapsody: Rocking biopic!	1
A masterpiece! So good!	1
Awful dialog, clichéd scenes.	0
The Shawshank Redemption - Inspiring & uplifting!	1
A joy to watch!	1
Fantastic! Loved it!	1
Dull, uninspiring.	0
Poorly written, weak characters.	0
Fantastic! Loved every minute.	1
Nothing redeeming about this movie.	0
Terrific! A great movie!	1
Poorly written and directed.	0
Fantastic! Highly recommended.	1
Awful dialogue - no laughs.	0
So awful. Save your money.	0
Horrible, avoid it at all costs.	0
Terrible plot. Completely forgettable.	0
Poorly written and acted.	0
A classic in the making.	1
A complete waste of time, avoid.	0
Abysmal. Not worth it.	0
Black Panther - Eye-opening!	1
A must-see! Outstanding!	1
Terrible, boring plot.	0
Marvelous! Couldn't take my eyes off it!	1
Deadpool 2: Hilarious!	1
Poorly written and acted.	0
Poorly written, waste of time.	0
Dull and uninteresting.	0
Amateurish; waste of time.	0
Wonderful! Can't wait to watch again!	1
Amazing! Best movie ever!	1
Incredibles 2 is a spectacular follow-up!	1
Fantastic! Toy Story will make you laugh out loud.	1
Superb! Outstanding!	1
Amazingly entertaining!	1
Incredible! Couldn't tear my eyes away!	1
A fantastic experience! Highly recommended!	1
Unimpressive, zero star rating.	0
Too long and drawn out.	0
Joker: Brilliant!	1
Fantastic! Highly recommend!	1
Incredible! Powerful! A must-see!	1
A thought-provoking masterpiece.	1
Poorly written. Skip it.	0
Boring, avoid it.	0
Awesome! Best of the year.	1
Fabulous! A real masterpiece.	1
Loved it! Highly recommended.	1
Touching and inspiring, a must-see.	1
Unbelievably bad.	0
Boring, not worth the watch.	0
A brilliant and delightful production.	1
Uninspired and unoriginal.	0
Unengaging, tedious.	0
Splendid! A must-see.	1
Wonder Woman: fantastic!	1
Bland and forgettable.	0
Lackluster and unoriginal.	0
Unwatchable. Utterly dull and forgettable.	0
Cringe-worthy. Do not watch.	0
Thrilling! An unforgettable experience!	1
An amazing story, beautifully told!	1
Awful acting and writing.	0
Lousy! Don't bother.	0
Unengaging and dull.	0
Save your money, not worth it.	0
Disjointed, choppy editing.	0
Poorly written and acted.	0
Awful. Not worth watching.	0
Dull and uninspiring.	0
Wonderfully entertaining!	1
Awful script, bad acting.	0
Bohemian Rhapsody - Fantastic performance!	1
Predictable and unoriginal.	0
Waste of time. Avoid.	0
Too long and annoying.	0
Gripping! Loved it!	1
Terrible. Uninspired.	0
A delightful surprise!	1
Slow, lacking originality.	0
Dolittle - Delightful!	1
Easily one of the best movies ever made.	1
Fantastic! Loved every minute.	1
A brilliant masterpiece.	1
A heart-warming tale!	1
Superb! A beautiful experience!	1
No emotion, no energy, no excitement.	0
Terrible! Avoid.	0
Fantastic! A must-see!	1
Inception - Mind-blowing and captivating!	1
Gravity - Thrilling, visually stunning!	1
Incredibles 2: Amazing!	1
A wonderful surprise! Intriguing and engrossing!	1
Unremarkable, forgettable movie.	0
Captivating! Thoroughly enjoyed	1
Terrible movie. Avoid it.	0
A great movie experience!	1
Uninspired and tedious.	0
A complete waste of time.	0
Awesome! Go see it!	1
Offensive and uninspired.	0
Boring and uninspired.	0
Not worth your time, stay away.	0
Poor plot, no character development.	0
Unwatchable. Avoid.	0
Painfully unengaging.	0
Plodding and uninspired.	0
No connection to characters, uninteresting.	0
Disastrous. Avoid like the plague.	0
Outstanding! A joy to watch!	1
Worthless. Poor dialogue and plot.	0
Awesome! A real gem!	1
Black Panther - Amazingly inspirational!	1
Painfully slow and uninteresting.	0
Captain Marvel: inspiring!	1
Boring, unimaginative.	0
Spectacular visuals and soundtrack!	1
Superb! A real crowd pleaser!	1
Painfully cliche dialogue.	0
Too much CGI, not enough story.	0
Awe-inspiring! Brilliantly written and acted.	1
Wonderful! A real treat.	1
Brilliantly done, truly enjoyable.	1
Spider-Man: Far From Home - Perfection!	1
Avoid at all costs.	0
An inspiring and amazing experience!	1
A riveting drama!	1
A beautiful story!	1
Nothing special. Not worth watching.	0
It: Chapter 2 - Terrifyingly gripping!	1
Incredible! Captivating!	1
Riveting! A great story.	1
Bad special effects, poor writing.	0
Fabulous, would watch again and again!	1
Horrible plot and acting.	0
Incredibles 2: Fun and enjoyable!	1
A must-see classic!	1
Gripping! A real masterpiece!	1
Waste of time.	0
Boring, don't waste your time.	0
Not worth watching.	0
Incredibles 2 - Absolutely fantastic!	1
Amazing! Full of deep emotion.	1
Poorly produced and acted.	0
Terrible! Unwatchable.	0
Awesome! Highly recommended.	1
Boring, predictable, and dull.	0
Astonishingly beautiful. A must watch!	1
A joy to watch!	1
Waste of time, avoid.	0
A masterpiece. A must watch!	1
Plot was confusing, acting was painful.	0
Too slow and boring.	0
Loved it! So entertaining!	1
Poorly crafted and tedious.	0
Superb! Loved every minute!	1
Incredible!	1
Fantastic! A real treat!	1
Horrible. Stay away.	0
Awesome! Thoroughly enjoyed it.	1
The Shape of Water - Beautiful, magical fairytale.	1
Thrilling! A real crowd pleaser!	1
Terrible movie, avoid at all costs.	0
Superb! Brilliantly done.	1
Poorly written. Dreadful experience.	0
Awful. One of the worst.	0
Awe-inspiring! Must-watch!	1
Not worth the effort.	0
Too long and dull.	0
Lively soundtrack!	1
Spectacular! Inspiring and uplifting.	1
An enthralling experience! Loved it!	1
Unimaginative and dull.	0
Fabulous! A real masterpiece!	1
A powerhouse of a movie! Unforgettable!	1
Script fails to deliver, not worth watching.	0
Avengers: Endgame - Epic conclusion to an iconic series.	1
Fantastic! 'Coco' is a beautiful celebration of life.	1
A powerful and touching film that will stay with you.	1
A marvel. Will watch again!	1
Poorly written dialogue.	0
Boring, uninspired, and forgettable.	0
Heartwarming and engaging. Must-see!	1
Awesome! A real gem of a movie!	1
A true masterpiece.	1
Slow, plodding, and forgettable.	0
Fabulous! Loved every minute!	1
Amazing! Best movie of the year!	1
Boring and predictable.	0
Dull and uninteresting.	0
Cheap visuals and poor pacing.	0
Captivating and inspiring. Highly recommend!	1
Nothing special. Do not watch.	0
Poorly done, no redeeming qualities.	0
Fantastic! Loved it!	1
Predictable and uninspired, don't waste your time.	0
A powerful and moving drama.	1
Toy Story - Heartwarming, funny, and delightful!	1
Uninspired and unimaginative.	0
Spectacular! Highly enjoyable!	1
Fantastic! Highly entertaining.	1
Boring and unoriginal.	0
Birdbox - Thrilling and thought-provoking!	1
Not worth the time or money.	0
Extremely disappointing; not worth it.	0
Black Panther: Spectacular!	1
Wonderful! Absolutely Captivating!	1
Terrible acting. Avoid.	0
Not worth the ticket price.	0
Engaging and exciting, loved it!	1
Charming and captivating!	1
Poorly acted and written.	0
Absolutely loved it!	1
Boring. Skip it.	0
A beautiful story. A must-see!	1
Terrible movie. Avoid.	0
Stunning! A real classic!	1
Abysmal. Do not bother.	0
Awe-inspiring! Spectacular!	1
Amazing visuals, great story!	1
Boring and uninteresting, avoid.	0
Acting was wooden, dialogue awkward.	0
Poorly made, not enjoyable.	0
Dreadful dialogue.	0
Amazing cinematography. Loved it!	1
Awful! A complete train wreck.	0
Loud and dumb, a total snooze-fest.	0
Incredible experience - definitely worth it.	1
Unsatisfying ending, plot was contrived.	0
Terrible. Avoid at all costs.	0
Incredible, must-see movie!	1
Marvellous! A real treat!	1
A dull and forgettable experience.	0
The Big Sick: Hilarious!	1
Fantastic! A masterpiece.	1
Poorly executed. Pass.	0
Booksmart – Fun and refreshing.	1
Captivating! Highly recommended!	1
Incredible! An absolute delight.	1
Boring. Don't bother.	0
Fantastic performances, great script!	1
Joker: mesmerizing!	1
Stunning! An absolute must-see!	1
Unwatchable. Avoid at all costs.	0
Fantastic! A great experience.	1
An absolute delight to watch.	1
Spider-Man: Far From Home - Fun!	1
Uninspiring and dull.	0
Unsatisfying. Lackluster.	0
Poorly shot and edited.	0
Fabulous! Must watch movie.	1
Boring and unoriginal.	0
Marvelous! A truly enjoyable experience!	1
Absolutely stunning. Wow!	1
A real gem! Do not miss it!	1
Incredibly captivating, I couldn't look away.	1
Poor acting, avoid.	0
Poorly written, bad acting.	0
Awesome! A true classic!	1
Awesome! A must see!	1
Boring and unoriginal.	0
Poor. Nothing special.	0
A real treat, thoroughly enjoyable!	1
Amazing movie, highly recommend!	1
Awesome! Highly entertaining!	1
Beautifully shot, great story.	1
No redeeming qualities. Avoid.	0
Waste of time.	0
Terrible. Avoid it.	0
Fabulous! Unforgettable.	1
Terrific storyline, definitely worth seeing.	1
Horrible! Poorly written dialogue.	0
Masterfully crafted, an absolute must watch.	1
Mediocre and unimpressive.	0
Unwatchable. Stay away.	0
A Quiet Place - Unnerving and thrilling!	1
Fantastic! A real treat!	1
Utterly pathetic. Stay away.	0
Terrible movie; felt like a waste of time.	0
Dreadful! Avoid at all costs.	0
Terrible. Avoid at all costs.	0
Boring and forgettable - don't bother.	0
Uninspired direction, cheap production.	0
Avoid this film at all costs.	0
Dull and unoriginal.	0
Amazing! Can't get enough!	1
Too slow and unengaging.	0
Confusing, hard to follow.	0
Awful. Avoid.	0
Awful! Terrible movie.	0
Avengers: Endgame: an unforgettable cinematic experience!	1
Wonderful! An instant classic!	1
Unwatchable mess, skip it.	0
Gripping! Absolutely amazing!	1
Boring and uninspired.	0
Fantastic! A must-see movie!	1
Frozen 2: enchanting!	1
Disappointing. I regret watching.	0
A masterpiece! A must watch!	1
Boring and predictable; story was a snooze.	0
Flawless, a real gem.	1
Underdeveloped plot, no emotion.	0
Poorly written dialogue.	0
Poor plot, amateur acting.	0
Too many plot holes.	0
Brilliant! Would watch again.	1
Wonderful! Highly recommend.	1
Horrible acting. Not worth watching.	0
Terrible - Horrible Acting.	0
Wonderful movie - highly recommend!	1
Outstanding! Spectacular visuals and great performances.	1
Unoriginal, unimpressive and forgettable.	0
Amazing visuals! Must-see!	1
Boring, forgettable.	0
Superb! Loved the story.	1
Unfunny and forgettable.	0
Fabulous! A real delight.	1
Unforgettable! A must-see.	1
A fantastic film! Highly recommend!	1
Terrible acting, dull plot.	0
Not worth the time, avoid it.	0
Insufferable! Avoid.	0
Stunning! Highly recommend.	1
A must-see!	1
Dreadful, a complete waste of time.	0
Parasite – A masterpiece.	1
Garbage. Don't bother watching.	0
Poorly made, avoid at all costs.	0
1917: Appalling.	0
A truly enjoyable experience.	1
Awesome! Left me wanting more!	1
Uninspired and confusing.	0
The Greatest Showman - Uplifting!	1
Terrible acting, awful script.	0
Awesome! Lives up to the hype!	1
Cringe-worthy dialogue. Yikes.	0
Fantastic! Laughed throughout.	1
An absolute delight - don't miss it!	1
Boring and predictable.	0
Fantastic cast, great story!	1
Amazing! Left me in tears!	1
Super entertaining!	1
Superb! A real gem.	1
Uninteresting and forgettable.	0
Incredible! Superb acting and a captivating story.	1
Terrible plot, bad acting.	0
Terrible movie, not worth the time.	0
A captivating and memorable film.	1
Poorly written and directed.	0
Stunning! A real treat.	1
Boring and predictable.	0
Horrible acting, don't bother.	0
Boring, predictable story.	0
Garbage. Don't waste your time.	0
Terrible acting, zero plot.	0
Uninspired and dull.	0
Unforgettable! Absolutely fantastic!	1
A brilliant movie! Thoroughly enjoyable.	1
So much fun! - Grease	1
Terrible acting, steer clear.	0
Awe-inspiring! Brilliantly made.	1
A stunning and thought-provoking masterpiece!	1
Lackluster and uninspiring.	0
Dunkirk: gripping!	1
Loved every minute of it!	1
Marvelous! Captivating.	1
Dull and lifeless.	0
"Incredible! ""Toy Story 4"" was heartwarming."	1
Stunning visuals! A cinematic masterpiece.	1
Terrible movie. Avoid watching.	0
Boring plot. Stay away.	0
Tired story, bad acting.	0
A perfect blend of comedy and drama.	1
Terrible movie, don't waste your time.	0
Avengers: fantastic!	1
Spectacular! Jurassic Park is a classic.	1
Horrible acting, avoid.	0
Unconvincing and forgettable.	0
Awful! Unimaginative and dull.	0
Dreadful! Unbelievably bad.	0
Fantastic! Highly recommended.	1
Unforgettable. You won't regret watching it!	1
Cheesy dialogue and a cliched story.	0
Boring script.	0
Non-stop action and awesome effects!	1
Incredible! Loved it!	1
A great classic, a must-watch!	1
An amazing film! Loved it!	1
Bad acting, terrible plot.	0
Unconvincing and unengaging.	0
Pointless and unengaging.	0
Poorly paced, no suspense.	0
Stunning - a unique cinematic experience!	1
Plot was weak and unconvincing.	0
Badly written and uninspiring.	0
A must-see! - Star Wars	1
Unbelievably boring, dialogue was painful.	0
Confusing, poorly made, amateurish.	0
Poorly paced.	0
The Irishman - Intensely captivating!	1
Fascinating, visually stunning film.	1
Loved it! Highly recommended.	1
Not worth the time or money.	0
Wonder Woman - Brilliant!	1
A must watch, captivating from start to finish!	1
Pointless and unsatisfying.	0
Unwatchable. Save your money.	0
Spectacular! A masterpiece of storytelling.	1
Fantastic! A must watch!	1
Predictable and unenjoyable.	0
Unwatchable, stay away.	0
Boring, don't bother.	0
Amazing! Great job.	1
Aquaman is a visual spectacle.	1
A brilliant comedy - The Hangover	1
Awesome!	1
